dn,dist,play_type,result,gain/loss,odk,off,def,td,xp,2pt,fg,sm_score,opponent_score,differential,yard_ln,hash,series,off_str,off_form,off_play,play_direction,ret_yards,team,opp_team,home,away,play_#,qtr,personnel,motion,motion_dir,passer_jersey,passer_name,receiver_jersey,receiver_name,rusher_jersey,rusher_name,backfield,eff,opp_rusher,opp_passer,opp_receiver,comment,tempo,protection,def_call,fs_jersey,fs_name,fs_grd,rb*_jersey,rb*_name,rb*_grade,play_category,km_notes,ball_carrier_jersey,ball_carrier_name,bs,stud_grd,concept,2_min_o,rpo,def_front,blitz,game,game_id,play_id,game_seconds_remaining,score_differential,yardline_100,play_type_encoded
4,5,Pass,Incomplete,0.0,O,SMHS,MVHS,,,,,0,21,-21,5,L,7,R,BUNCH,SPACE X,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,113,3,,B EAST,R,6.0,Hayes Cloutier,87.0,Fisher Melton,,,STR,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,,,,,,,,,,,Mission Viejo High School,6,54,,-21,95,1.0
1,10,Pass,Complete,0.0,O,SMHS,MVHS,,,,,0,28,-28,-27,M,8,L,DIAPER,CALI,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,128,4,,,,6.0,Hayes Cloutier,,,,,EMPTY,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Mission Viejo High School,6,55,,-28,127,1.0
2,10,Pass,Complete,23.0,O,SMHS,MVHS,,,,,0,28,-28,-27,R,8,,CLAMP,SWIRL,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,129,4,,,,,,,,,,,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,4.0,Trent Mosley,,,,,,,,Mission Viejo High School,6,56,,-28,127,1.0
1,10,Pass,Scramble,10.0,O,SMHS,MVHS,,,,,0,28,-28,50,R,8,L,TREO,TRUCK,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,130,4,,,,1.0,John Gazzaniga,,,,,WK,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,QUIT WATCHING,6.0,Hayes Cloutier,,,,,,,,Mission Viejo High School,6,57,,-28,50,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,MVHS,,,,,0,28,-28,40,R,8,L,TREO,STICK,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,131,4,,,,6.0,Hayes Cloutier,87.0,Fisher Melton,,,WK,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,QUICK,EYES INSIDE (ARROW),,,,,,,,,,Mission Viejo High School,6,58,,-28,60,1.0
2,10,Pass,Scramble,6.0,O,SMHS,MVHS,,,,,0,28,-28,40,R,8,BAL,OPEN,Y OPTION,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,132,4,,,,1.0,John Gazzaniga,,,,,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,6.0,Hayes Cloutier,,,,,,,,Mission Viejo High School,6,59,,-28,60,1.0
3,4,Pass,Incomplete,0.0,O,SMHS,MVHS,,,,,0,28,-28,34,R,8,BAL,OPEN,Y OPTION,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,133,4,,,,6.0,Hayes Cloutier,,,,,,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,,,,,,,,,,Mission Viejo High School,6,60,,-28,66,1.0
4,4,,Timeout,0.0,O,SMHS,MVHS,,,,,0,28,-28,34,R,8,,,,,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,134,4,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,Mission Viejo High School,6,61,,-28,66,
4,4,Pass,"Interception, Def TD",,O,SMHS,MVHS,1.0,,,,0,34,-34,34,R,8,R,TURTLE,DRAGON,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,135,4,,FOOT,R,6.0,Hayes Cloutier,,,,,STR,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Mission Viejo High School,6,62,,-34,66,1.0
1,10,Run,Rush,5.0,O,SMHS,MVHS,,,,,0,35,-35,-19,M,9,R,TURTLE,OHIO,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,138,4,,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Mission Viejo High School,6,63,,-35,119,0.0
2,5,Pass,Complete,1.0,O,SMHS,MVHS,,,,,0,35,-35,-24,M,9,BAL,OPEN,DOG,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,139,4,,,,9.0,Vaimaona Manutai,,,,,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,9.0,James Johnson,,,,,,,,Mission Viejo High School,6,64,,-35,124,1.0
1,10,Pass,Complete,17.0,O,SMHS,MVHS,,,,,0,35,-35,-25,R,9,BAL,OPEN,DOG,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,140,4,,,,9.0,Vaimaona Manutai,87.0,Fisher Melton,,,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,QUICK,CAN HOLD THE FLAT LONGER,87.0,Fisher Melton,,,,,,,,Mission Viejo High School,6,65,,-35,125,1.0
1,10,Pass,Complete,32.0,O,SMHS,MVHS,,,,,0,35,-35,-42,M,9,L,NUB,RENO SLING,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,141,4,,,,9.0,Vaimaona Manutai,13.0,Grant Mosley,,,STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,13.0,Grant Mosley,,,,,,,,Mission Viejo High School,6,66,,-35,142,1.0
1,10,Pass,Complete,7.0,O,SMHS,MVHS,,,,,0,35,-35,26,R,9,BAL,OPEN,NASCAR 4 POISON,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,142,4,,,,9.0,Vaimaona Manutai,87.0,Fisher Melton,,,,Y,,,,,4.0,62,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,CHECK DOWN,87.0,Fisher Melton,,,,,,,,Mission Viejo High School,6,67,,-35,74,1.0
1,9,Pass,Complete,10.0,O,SMHS,MVHS,,,,,0,35,-35,19,R,9,,OPEN,SHALLOW,,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,143,4,,,,,,,,,,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Mission Viejo High School,6,68,,-35,81,1.0
1,8,Pass,"Scramble, TD",8.0,O,SMHS,MVHS,1.0,,,,7,35,-28,8,R,9,R,TURTLE,DEVIL,L,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,144,4,,FOOT,R,1.0,John Gazzaniga,,,,,STR,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,9.0,James Johnson,,,,,,,,Mission Viejo High School,6,69,,-28,92,1.0
2,3,Pass,Incomplete,0.0,O,SMHS,MVHS,,,,,7,35,-28,15,M,9,L,HOUSE,CALI,R,,SMHS,Mission Viejo High School,Mission Viejo High School,SMHS,147,4,,,,,,,,9.0,Vaimaona Manutai,EMPTY,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Mission Viejo High School,6,70,,-28,85,1.0
1,10,Run,Rush,0.0,O,SMHS,CENTENNIAL,,,,,0,0,0,42,M,1,L,DBLS,KANSAS,L,0.0,SMHS,Centennial High School,Centennial High School,SMHS,6,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,1,,0,58,0.0
2,10,Pass,Penalty,-9.0,O,SMHS,CENTENNIAL,,,,,0,0,0,42,M,1,BAL,ACE,BULL NOW,L,,SMHS,Centennial High School,Centennial High School,SMHS,7,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,P,N,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,2,,0,58,1.0
3,19,Pass,"Complete, TD",51.0,O,SMHS,CENTENNIAL,1.0,,,,6,0,6,-49,L,1,R,DAISY,ALCATRAZ,L,,SMHS,Centennial High School,Centennial High School,SMHS,8,1,,F OVER,R,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,ROCKET,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,3,,6,149,1.0
1,10,,Penalty,-5.0,O,SMHS,CENTENNIAL,,,,,7,0,7,42,L,2,,,,,,SMHS,Centennial High School,Centennial High School,SMHS,16,1,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,Centennial High School,0,4,,7,58,
1,15,Run,Rush,0.0,O,SMHS,CENTENNIAL,,,,,7,0,7,47,L,2,BAL,ACE,BULL NOW,R,,SMHS,Centennial High School,Centennial High School,SMHS,17,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,5,,7,53,0.0
2,15,Pass,Complete,12.0,O,SMHS,CENTENNIAL,,,,,7,0,7,47,L,2,R,DAISY,FREMONT,R,,SMHS,Centennial High School,Centennial High School,SMHS,18,1,,,R,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,6,,7,53,1.0
3,3,Run,Rush,0.0,O,SMHS,CENTENNIAL,,,,,7,0,7,35,M,2,L,FIB,29,L,,SMHS,Centennial High School,Centennial High School,SMHS,19,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,7,,7,65,0.0
4,3,Pass,Complete,10.0,O,SMHS,CENTENNIAL,,,,,7,0,7,35,L,2,R,TREO,F OPTION,R,,SMHS,Centennial High School,Centennial High School,SMHS,20,1,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,QUICK,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,8,,7,65,1.0
1,10,Pass,Complete,7.0,O,SMHS,CENTENNIAL,,,,,7,0,7,25,R,2,BAL,OPEN,BULL NOW,L,,SMHS,Centennial High School,Centennial High School,SMHS,21,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,9,,7,75,1.0
2,3,Pass,Complete,17.0,O,SMHS,CENTENNIAL,,,,,7,0,7,18,L,2,L,TURTLE,HOOSIER,R,,SMHS,Centennial High School,Centennial High School,SMHS,22,1,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,10,,7,82,1.0
1,1,Run,"Rush, TD",1.0,O,SMHS,CENTENNIAL,1.0,,,,13,0,13,1,R,2,BAL,POPEYE,POWER,L,,SMHS,Centennial High School,Centennial High School,SMHS,23,1,POPEYE,,,,,,,4.0,Trent Mosley,,Y,,,,,,,,,,,4.0,Trent Mosley,1.0,RUN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,11,,13,99,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,14,0,14,-48,L,3,BAL,ACE,WHISKERS,R,,SMHS,Centennial High School,Centennial High School,SMHS,39,2,,,,1.0,John Gazzaniga,,,,,P,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,,,,,,,,,,Centennial High School,0,12,,14,148,1.0
2,10,Pass,Complete,5.0,O,SMHS,CENTENNIAL,,,,,14,0,14,-48,L,3,R,TWINS,MISSOURI BUBBLE,R,,SMHS,Centennial High School,Centennial High School,SMHS,40,2,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,13,,14,148,1.0
3,5,Pass,Scramble,11.0,O,SMHS,CENTENNIAL,,,,,14,0,14,47,R,3,BAL,OPEN,F OPTION,L,,SMHS,Centennial High School,Centennial High School,SMHS,41,2,,,,,,,,1.0,John Gazzaniga,,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,1.0,John Gazzaniga,,,,,,,,Centennial High School,0,14,,14,53,1.0
1,10,Run,Rush,9.0,O,SMHS,CENTENNIAL,,,,,14,0,14,36,R,3,R,TURTLE,INDIANA,R,,SMHS,Centennial High School,Centennial High School,SMHS,42,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,15,,14,64,0.0
1,1,Run,Rush,2.0,O,SMHS,CENTENNIAL,,,,,14,0,14,27,R,3,L,TURTLE STACK,MISSOURI,R,,SMHS,Centennial High School,Centennial High School,SMHS,43,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,16,,14,73,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,14,0,14,25,R,3,BAL,SOLO,AMERICA,R,,SMHS,Centennial High School,Centennial High School,SMHS,44,2,,,,1.0,John Gazzaniga,,,,,P,N,,,,,,90,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PLAY ACTION,,,,,,,,,,,Centennial High School,0,17,,14,75,1.0
2,10,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,14,0,14,25,R,3,L,TWINS,BLADE,L,,SMHS,Centennial High School,Centennial High School,SMHS,45,2,,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,92,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,,,,,,,,,,Centennial High School,0,18,,14,75,1.0
3,10,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,14,0,14,25,R,3,R,DEUCE,28 FOLSOM,L,,SMHS,Centennial High School,Centennial High School,SMHS,46,2,,,,1.0,John Gazzaniga,,,,,P,N,,,,,,FOLSOM,,,,,22.0,"Jaion ""Duce"" Smith",0.0,SCREEN,,,,,,,,,,,Centennial High School,0,19,,14,75,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,17,0,17,-33,L,4,BAL,SOLO,STREAKS,L,,SMHS,Centennial High School,Centennial High School,SMHS,56,2,,,,1.0,John Gazzaniga,,,,,P,N,,,,,,90,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,,,,,,,,,,,Centennial High School,0,20,,17,133,1.0
2,10,Pass,"Complete, TD",67.0,O,SMHS,CENTENNIAL,1.0,,,,23,0,23,-33,L,4,BAL,OPEN,FOLSOM,R,,SMHS,Centennial High School,Centennial High School,SMHS,57,2,,BANG,,1.0,John Gazzaniga,4.0,Trent Mosley,,,,Y,,,,,,FOLSOM,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,21,,23,133,1.0
1,10,Run,Rush,4.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-13,L,5,R,TWINS,MISSOURI,L,,SMHS,Centennial High School,Centennial High School,SMHS,71,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,22,,24,113,0.0
2,6,Run,Rush,1.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-17,L,5,R,TWINS,OHIO,L,,SMHS,Centennial High School,Centennial High School,SMHS,72,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,23,,24,117,0.0
3,5,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-18,L,5,L,DBLS,BARB,R,,SMHS,Centennial High School,Centennial High School,SMHS,73,2,,,,1.0,John Gazzaniga,,,,,WK,N,,,,,,ROPE,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,,,,,,,,,,Centennial High School,0,24,,24,118,1.0
1,10,Run,Rush,0.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-29,R,6,BAL,SOLO,MISSOURI,L,,SMHS,Centennial High School,Centennial High School,SMHS,83,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,25,,24,129,0.0
1,10,Pass,Complete,2.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-27,R,7,L,KING,TIGER,L,,SMHS,Centennial High School,Centennial High School,SMHS,85,3,,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,26,,24,127,1.0
2,8,Run,Penalty,-10.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-29,L,7,R,KING,MISSOURI,L,,SMHS,Centennial High School,Centennial High School,SMHS,86,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,27,,24,129,0.0
2,18,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-19,L,7,BAL,OPEN,LIZARD,R,,SMHS,Centennial High School,Centennial High School,SMHS,87,3,,BANG,,1.0,John Gazzaniga,22.0,"Jaion ""Duce"" Smith",,,,N,,,,,,LIZARD,,,,,22.0,"Jaion ""Duce"" Smith",0.0,SCREEN,,,,,,,,,,,Centennial High School,0,28,,24,119,1.0
3,18,Pass,Interception,,O,SMHS,CENTENNIAL,,,,,24,0,24,-19,L,7,R,TREO,RATTLE,R,,SMHS,Centennial High School,Centennial High School,SMHS,88,3,,,,1.0,John Gazzaniga,,,,,STR,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Centennial High School,0,29,,24,119,1.0
1,10,Run,Rush,1.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-20,L,8,R,TRIPS,OHIO,L,,SMHS,Centennial High School,Centennial High School,SMHS,91,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,30,,24,120,0.0
2,9,Pass,Sack,-9.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-21,L,8,R,TREY,STREAKS,R,,SMHS,Centennial High School,Centennial High School,SMHS,92,3,,,,,,,,1.0,John Gazzaniga,STR,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,Centennial High School,0,31,,24,121,1.0
3,19,Pass,Penalty,13.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-12,M,8,R,TREO,78,R,,SMHS,Centennial High School,Centennial High School,SMHS,93,3,,BUMP,,1.0,John Gazzaniga,13.0,Grant Mosley,,,WK,N,,,,,,78,,,,,22.0,"Jaion ""Duce"" Smith",0.0,SCREEN,,13.0,Grant Mosley,,,,,,,,Centennial High School,0,32,,24,112,1.0
1,10,Run,Complete,1.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-27,M,9,R,TURTLE,INDIANA,R,,SMHS,Centennial High School,Centennial High School,SMHS,101,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,33,,24,127,0.0
1,10,Pass,Complete,45.0,O,SMHS,CENTENNIAL,,,,,24,0,24,-28,R,9,R,TURTLE,HOOSIER,L,,SMHS,Centennial High School,Centennial High School,SMHS,102,3,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,34,,24,128,1.0
1,10,Pass,Complete,-5.0,O,SMHS,CENTENNIAL,,,,,24,0,24,27,L,9,BAL,ACE,BULL NOW,L,,SMHS,Centennial High School,Centennial High School,SMHS,103,3,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,P,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,35,,24,73,1.0
2,15,Pass,Complete,14.0,O,SMHS,CENTENNIAL,,,,,24,0,24,32,L,9,L,DBLS,PELICAN,L,,SMHS,Centennial High School,Centennial High School,SMHS,104,3,,,,1.0,John Gazzaniga,87.0,Fisher Melton,,,P,Y,,,,,,ROCKET,,,,,22.0,"Jaion ""Duce"" Smith",0.0,SCREEN,,87.0,Fisher Melton,,,,,,,,Centennial High School,0,36,,24,68,1.0
3,1,Run,Rush,2.0,O,SMHS,CENTENNIAL,,,,,24,0,24,18,L,9,BAL,POPEYE,POWER,R,,SMHS,Centennial High School,Centennial High School,SMHS,108,3,POPEYE,,,,,,,4.0,Trent Mosley,,Y,,,,,,,,,,,4.0,Trent Mosley,1.0,RUN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,37,,24,82,0.0
1,10,Run,Rush,7.0,O,SMHS,CENTENNIAL,,,,,24,0,24,16,R,9,BAL,POPEYE,DIVE,R,,SMHS,Centennial High School,Centennial High School,SMHS,109,3,,,,,,,,0.0,Dash Fifita,P,Y,,,,,,,,,,,4.0,Trent Mosley,1.0,RUN,,0.0,Dash Fifita,,,,,,,,Centennial High School,0,38,,24,84,0.0
2,3,Run,Rush,4.0,O,SMHS,CENTENNIAL,,,,,24,0,24,9,R,9,BAL,POPEYE,POWER,L,,SMHS,Centennial High School,Centennial High School,SMHS,110,3,POPEYE,,,,,,,4.0,Trent Mosley,,Y,,,,,,,,,,,4.0,Trent Mosley,1.0,RUN,,4.0,Trent Mosley,,,,,,,,Centennial High School,0,39,,24,91,0.0
1,5,,Timeout,0.0,O,SMHS,CENTENNIAL,,,,,24,0,24,5,M,9,,,,,,SMHS,Centennial High School,Centennial High School,SMHS,111,3,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,Centennial High School,0,40,,24,95,
1,5,Pass,Incomplete,0.0,O,SMHS,CENTENNIAL,,,,,24,0,24,5,M,9,BAL,POPEYE,POWER PASS,R,,SMHS,Centennial High School,Centennial High School,SMHS,112,3,,,,1.0,John Gazzaniga,87.0,Fisher Melton,,,,N,,,,,,,,,,,4.0,Trent Mosley,1.0,PLAY ACTION,,,,,,,,,,,Centennial High School,0,41,,24,95,1.0
2,5,Run,Rush,3.0,O,SMHS,CENTENNIAL,,,,,24,0,24,5,M,9,R,KING ON,IOWA,R,,SMHS,Centennial High School,Centennial High School,SMHS,113,3,,X FLY,L,,,,,22.0,"Jaion ""Duce"" Smith",STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,42,,24,95,0.0
3,2,Run,"Rush, TD",2.0,O,SMHS,CENTENNIAL,1.0,,,,30,0,30,2,M,9,L,KING,IOWA,R,,SMHS,Centennial High School,Centennial High School,SMHS,114,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,43,,30,98,0.0
1,10,Run,Rush,21.0,O,SMHS,CENTENNIAL,,,,,31,7,24,-29,R,10,L,HOUSE,Q OHIO,R,,SMHS,Centennial High School,Centennial High School,SMHS,131,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,Y,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Centennial High School,0,44,,24,129,0.0
1,10,Run,Rush,3.0,O,SMHS,CENTENNIAL,,,,,31,7,24,50,R,10,L,HOUSE,Q OHIO,L,,SMHS,Centennial High School,Centennial High School,SMHS,132,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,N,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Centennial High School,0,45,,24,50,0.0
2,7,Run,Rush,3.0,O,SMHS,CENTENNIAL,,,,,31,7,24,47,M,10,L,TREY,INDIANA,R,,SMHS,Centennial High School,Centennial High School,SMHS,133,4,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RUN,,,,,,,,,,,Centennial High School,0,46,,24,53,0.0
3,4,Run,Rush,6.0,O,SMHS,CENTENNIAL,,,,,31,7,24,44,M,10,L,DIAPER,Q OHIO,L,,SMHS,Centennial High School,Centennial High School,SMHS,134,4,,,,,,,,6.0,Hayes Cloutier,EMPTY,Y,,,,,,,,,,,,,,Q RUN,,6.0,Hayes Cloutier,,,,,,,,Centennial High School,0,47,,24,56,0.0
1,10,Pass,"Interception, Def TD",,O,SMHS,CENTENNIAL,1.0,,,,31,13,18,38,L,10,R,DIAPER,KANSAS,L,,SMHS,Centennial High School,Centennial High School,SMHS,135,4,,,,6.0,Hayes Cloutier,,,,,EMPTY,N,,,,,,,,,,,25.0,Griffin Brahm,1.0,RPO,,,,,,,,,,,Centennial High School,0,48,,18,62,1.0
1,10,Run,Rush,4.0,O,SMHS,CENTENNIAL,,,,,31,15,16,-29,R,11,R,QUEEN,INDIANA,R,,SMHS,Centennial High School,Centennial High School,SMHS,138,4,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,49,,16,129,0.0
2,6,Run,Rush,2.0,O,SMHS,CENTENNIAL,,,,,31,15,16,-33,R,11,L,KING,29,L,,SMHS,Centennial High School,Centennial High School,SMHS,139,4,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Centennial High School,0,50,,16,133,0.0
